ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S0090,malware--6b616fc1-1505-48e3-8b2c-0d19337bff38,Rover,[Rover](https://attack.mitre.org/software/S0090) is malware suspected of being used for espionage purposes. It was used in 2015 in a targeted email sent to an Indian Ambassador to Afghanistan. (Citation: Palo Alto Rover),https://attack.mitre.org/software/S0090,31 May 2017,17 March 2020,enterprise-attack,1.1,,Windows,,malware,",,(Citation: Palo Alto Rover)"
S1073,malware--802a874d-7463-4f2a-99e3-6a1f5a919a21,Royal,[Royal](https://attack.mitre.org/software/S1073) is ransomware that first appeared in early 2022;  a version that also targets ESXi servers was later observed in February 2023. [Royal](https://attack.mitre.org/software/S1073) employs partial encryption and multiple threads to evade detection and speed encryption. [Royal](https://attack.mitre.org/software/S1073) has been used in attacks against multiple industries worldwide--including critical infrastructure. Security researchers have identified similarities in the encryption routines and TTPs used in [Royal](https://attack.mitre.org/software/S1073) and [Conti](https://attack.mitre.org/software/S0575) attacks and noted a possible connection between their operators.(Citation: Microsoft Royal ransomware November 2022)(Citation: Cybereason Royal December 2022)(Citation: Kroll Royal Deep Dive February 2023)(Citation: Trend Micro Royal Linux ESXi February 2023)(Citation: CISA Royal AA23-061A March 2023),https://attack.mitre.org/software/S1073,30 March 2023,17 April 2023,enterprise-attack,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Wataru Takahashi, NEC Corporation",Windows,,malware,",,(Citation: Trend Micro Royal Linux ESXi February 2023),(Citation: Cybereason Royal December 2022),(Citation: Kroll Royal Deep Dive February 2023),(Citation: CISA Royal AA23-061A March 2023)"
S1071,tool--e33267fe-099f-4af2-8730-63d49f8813b2,Rubeus,"[Rubeus](https://attack.mitre.org/software/S1071) is a C# toolset designed for raw Kerberos interaction that has been used since at least 2020, including in ransomware operations.(Citation: GitHub Rubeus March 2023)(Citation: FireEye KEGTAP SINGLEMALT October 2020)(Citation: DFIR Ryuk's Return October 2020)(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)",https://attack.mitre.org/software/S1071,29 March 2023,03 August 2023,enterprise-attack,1.1,"Akshat Pradhan, Qualys; Mayuresh Dani, Qualys",Windows,,tool,"(Citation: Mandiant FIN12 Oct 2021),,(Citation: DFIR Ryuk's Return October 2020),(Citation: GitHub Rubeus March 2023),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)"
S0358,tool--90ac9266-68ce-46f2-b24f-5eb3b2a8ea38,Ruler,"[Ruler](https://attack.mitre.org/software/S0358) is a tool to abuse Microsoft Exchange services. It is publicly available on GitHub and the tool is executed via the command line. The creators of [Ruler](https://attack.mitre.org/software/S0358) have also released a defensive tool, NotRuler, to detect its usage.(Citation: SensePost Ruler GitHub)(Citation: SensePost NotRuler)",https://attack.mitre.org/software/S0358,04 February 2019,14 October 2024,enterprise-attack,1.1,,"Office Suite, Windows",,tool,"(Citation: Microsoft Holmium June 2020),(Citation: FireEye APT33 Guardrail),,(Citation: SensePost Ruler GitHub)"
S0253,malware--60d50676-459a-47dd-92e9-a827a9fe9c58,RunningRAT,[RunningRAT](https://attack.mitre.org/software/S0253) is a remote access tool that appeared in operations surrounding the 2018 Pyeongchang Winter Olympics along with [Gold Dragon](https://attack.mitre.org/software/S0249) and [Brave Prince](https://attack.mitre.org/software/S0252). (Citation: McAfee Gold Dragon),https://attack.mitre.org/software/S0253,17 October 2018,21 April 2020,enterprise-attack,1.1,,Windows,,malware,",,(Citation: McAfee Gold Dragon)"
S0446,malware--a020a61c-423f-4195-8c46-ba1d21abba37,Ryuk,[Ryuk](https://attack.mitre.org/software/S0446) is a ransomware designed to target enterprise environments that has been used in attacks since at least 2018. [Ryuk](https://attack.mitre.org/software/S0446) shares code similarities with Hermes ransomware.(Citation: CrowdStrike Ryuk January 2019)(Citation: FireEye Ryuk and Trickbot January 2019)(Citation: FireEye FIN6 Apr 2019),https://attack.mitre.org/software/S0446,13 May 2020,09 August 2023,"enterprise-attack,ics-attack",1.4,"Matt Brenton, Zurich Insurance Group; The DFIR Report, @TheDFIRReport",Windows,,malware,"(Citation: Microsoft Ransomware as a Service),(Citation: DFIR Ryuk's Return October 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: CrowdStrike Ryuk January 2019),(Citation: Mandiant FIN12 Oct 2021),(Citation: Sophos New Ryuk Attack October 2020),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(Citation: FireEye FIN6 Apr 2019),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: Red Canary Hospital Thwarted Ryuk October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),,(Citation: ANSSI RYUK RANSOMWARE),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Bleeping Computer - Ryuk WoL),(Citation: CrowdStrike Ryuk January 2019),(Citation: FireEye Ryuk and Trickbot January 2019)"
S0085,malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131,S-Type,[S-Type](https://attack.mitre.org/software/S0085) is a backdoor that was used in [Operation Dust Storm](https://attack.mitre.org/campaigns/C0016) since at least 2013.(Citation: Cylance Dust Storm),https://attack.mitre.org/software/S0085,31 May 2017,10 March 2023,enterprise-attack,1.3,,Windows,,malware,",(Citation: Cylance Dust Storm),(Citation: Microsoft DTC),(Citation: Cylance Dust Storm)"
S0461,malware--92b03a94-7147-4952-9d5a-b4d24da7487c,SDBbot,[SDBbot](https://attack.mitre.org/software/S0461) is a backdoor with installer and loader components that has been used by [TA505](https://attack.mitre.org/groups/G0092) since at least 2019.(Citation: Proofpoint TA505 October 2019)(Citation: IBM TA505 April 2020),https://attack.mitre.org/software/S0461,01 June 2020,18 July 2022,enterprise-attack,2.1,,Windows,,malware,"(Citation: Proofpoint TA505 October 2019),(Citation: IBM TA505 April 2020),,(Citation: Proofpoint TA505 October 2019),(Citation: IBM TA505 April 2020),(Citation: Korean FSI TA505 2020)"
S0195,tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153,SDelete,[SDelete](https://attack.mitre.org/software/S0195) is an application that securely deletes data in a way that makes it unrecoverable. It is part of the Microsoft Sysinternals suite of tools. (Citation: Microsoft SDelete July 2016),https://attack.mitre.org/software/S0195,18 April 2018,12 August 2020,enterprise-attack,1.2,,Windows,,tool,"(Citation: mandiant_apt44_unearthing_sandworm),(Citation: Mandiant No Easy Breach),(Citation: PTSecurity Cobalt Dec 2016),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: Group IB Silence Sept 2018),,(Citation: Microsoft SDelete July 2016)"
S0185,malware--0998045d-f96e-4284-95ce-3c8219707486,SEASHARPEE,[SEASHARPEE](https://attack.mitre.org/software/S0185) is a Web shell that has been used by [OilRig](https://attack.mitre.org/groups/G0049). (Citation: FireEye APT34 Webinar Dec 2017),https://attack.mitre.org/software/S0185,16 January 2018,23 April 2021,enterprise-attack,2.0,,Windows,,malware,"(Citation: FireEye APT34 Webinar Dec 2017),,(Citation: FireEye APT34 Webinar Dec 2017)"
S0450,malware--73c4711b-407a-449d-b269-e3b1531fe7a9,SHARPSTATS,[SHARPSTATS](https://attack.mitre.org/software/S0450) is a .NET backdoor used by [MuddyWater](https://attack.mitre.org/groups/G0069) since at least 2019.(Citation: TrendMicro POWERSTATS V3 June 2019),https://attack.mitre.org/software/S0450,18 May 2020,22 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: TrendMicro POWERSTATS V3 June 2019),,(Citation: TrendMicro POWERSTATS V3 June 2019)"
S0028,malware--b1de6916-7a22-4460-8d26-6b5483ffaa2a,SHIPSHAPE,[SHIPSHAPE](https://attack.mitre.org/software/S0028) is malware developed by [APT30](https://attack.mitre.org/groups/G0013) that allows propagation and exfiltration of data over removable devices. [APT30](https://attack.mitre.org/groups/G0013) may use this capability to exfiltrate data across air-gaps. (Citation: FireEye APT30),https://attack.mitre.org/software/S0028,31 May 2017,17 October 2018,enterprise-attack,1.0,,,,malware,"(Citation: FireEye APT30),,(Citation: FireEye APT30)"
S0063,malware--58adaaa8-f1e8-4606-9a08-422e568461eb,SHOTPUT,[SHOTPUT](https://attack.mitre.org/software/S0063) is a custom backdoor used by [APT3](https://attack.mitre.org/groups/G0022). (Citation: FireEye Clandestine Wolf),https://attack.mitre.org/software/S0063,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,"Backdoor.APT.CookieCutter, Pirpi",malware,"(Citation: FireEye Clandestine Wolf),,(Citation: FireEye Clandestine Wolf),(Citation: Palo Alto CVE-2015-3113 July 2015)"
S0217,malware--4189a679-72ed-4a89-a57c-7f689712ecf8,SHUTTERSPEED,[SHUTTERSPEED](https://attack.mitre.org/software/S0217) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067). (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0217,18 April 2018,04 September 2024,enterprise-attack,1.0,,,,malware,"(Citation: FireEye APT37 Feb 2018),,(Citation: FireEye APT37 Feb 2018)"
S0692,tool--1244e058-fa10-48cb-b484-0bcf671107ae,SILENTTRINITY,"[SILENTTRINITY](https://attack.mitre.org/software/S0692) is an open source remote administration and post-exploitation framework primarily written in Python that includes stagers written in Powershell, C, and Boo. [SILENTTRINITY](https://attack.mitre.org/software/S0692) was used in a 2019 campaign against Croatian government agencies by unidentified cyber actors.(Citation: GitHub SILENTTRINITY March 2022)(Citation: Security Affairs SILENTTRINITY July 2019)",https://attack.mitre.org/software/S0692,23 March 2022,23 September 2024,enterprise-attack,1.1,"Daniel Acevedo, Blackbot",Windows,,tool,",,(Citation: Security Affairs SILENTTRINITY July 2019),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: Github_SILENTTRINITY),(Citation: GitHub SILENTTRINITY March 2022)"
S1110,malware--d1008b78-960c-4b36-bdc4-39a734e1e4e3,SLIGHTPULSE,[SLIGHTPULSE](https://attack.mitre.org/software/S1110) is a web shell that was used by [APT5](https://attack.mitre.org/groups/G1023) as early as 2020 including against Pulse Secure VPNs at US Defense Industrial Base (DIB) entities.(Citation: Mandiant Pulse Secure Zero-Day April 2021),https://attack.mitre.org/software/S1110,09 February 2024,10 April 2024,enterprise-attack,1.0,,"Linux, Network",,malware,"(Citation: Mandiant Pulse Secure Update May 2021),(Citation: Mandiant Pulse Secure Zero-Day April 2021),,(Citation: Mandiant Pulse Secure Update May 2021),(Citation: Mandiant Pulse Secure Zero-Day April 2021)"
S0533,malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,SLOTHFULMEDIA,"[SLOTHFULMEDIA](https://attack.mitre.org/software/S0533) is a remote access Trojan written in C++ that has been used by an unidentified ""sophisticated cyber actor"" since at least January 2017.(Citation: CISA MAR SLOTHFULMEDIA October 2020)(Citation: Costin Raiu IAmTheKing October 2020) It has been used to target government organizations, defense contractors, universities, and energy companies in Russia, India, Kazakhstan, Kyrgyzstan, Malaysia, Ukraine, and Eastern Europe.(Citation: USCYBERCOM SLOTHFULMEDIA October 2020)(Citation: Kaspersky IAmTheKing October 2020)  

In October 2020, Kaspersky Labs assessed [SLOTHFULMEDIA](https://attack.mitre.org/software/S0533) is part of an activity cluster it refers to as ""IAmTheKing"".(Citation: Kaspersky IAmTheKing October 2020) ESET also noted code similarity between [SLOTHFULMEDIA](https://attack.mitre.org/software/S0533) and droppers used by a group it refers to as ""PowerPool"".(Citation: ESET PowerPool Code October 2020) ",https://attack.mitre.org/software/S0533,16 November 2020,12 September 2024,enterprise-attack,1.0,"Daniyal Naeem, BT Security",Windows,"JackOfHearts, QueenOfClubs",malware,",,(Citation: CISA MAR SLOTHFULMEDIA October 2020)"
S0218,malware--414dc555-c79e-4b24-a2da-9b607f7eaf16,SLOWDRIFT,[SLOWDRIFT](https://attack.mitre.org/software/S0218) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067) against academic and strategic victims in South Korea. (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0218,18 April 2018,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye APT37 Feb 2018),,(Citation: FireEye APT37 Feb 2018)"
S1104,malware--f8fc98ac-ad6d-44db-b6e2-f0c6eb4eace4,SLOWPULSE,[SLOWPULSE](https://attack.mitre.org/software/S1104) is a malware that was used by [APT5](https://attack.mitre.org/groups/G1023) as early as 2020 including against U.S. Defense Industrial Base (DIB) companies. [SLOWPULSE](https://attack.mitre.org/software/S1104) has several variants and can modify legitimate Pulse Secure VPN files in order to log credentials and bypass single and two-factor authentication flows.(Citation: Mandiant Pulse Secure Zero-Day April 2021),https://attack.mitre.org/software/S1104,06 February 2024,08 February 2024,enterprise-attack,1.0,,Network,,malware,"(Citation: Mandiant Pulse Secure Zero-Day April 2021),,(Citation: Mandiant Pulse Secure Update May 2021),(Citation: Mandiant Pulse Secure Zero-Day April 2021)"
S0649,malware--7e0f8b0f-716e-494d-827e-310bd6ed709e,SMOKEDHAM,[SMOKEDHAM](https://attack.mitre.org/software/S0649) is a Powershell-based .NET backdoor that was first reported in May 2021; it has been used by at least one ransomware-as-a-service affiliate.(Citation: FireEye Shining A Light on DARKSIDE May 2021)(Citation: FireEye SMOKEDHAM June 2021),https://attack.mitre.org/software/S0649,22 September 2021,14 April 2023,enterprise-attack,1.2,,Windows,,malware,",,(Citation: FireEye Shining A Light on DARKSIDE May 2021),(Citation: FireEye SMOKEDHAM June 2021)"
S0159,malware--3240cbe4-c550-443b-aa76-cc2a7058b870,SNUGRIDE,[SNUGRIDE](https://attack.mitre.org/software/S0159) is a backdoor that has been used by [menuPass](https://attack.mitre.org/groups/G0045) as first stage malware. (Citation: FireEye APT10 April 2017),https://attack.mitre.org/software/S0159,14 December 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye APT10 April 2017),,(Citation: FireEye APT10 April 2017)"
S0157,malware--9ca488bd-9587-48ef-b923-1743523e63b2,SOUNDBITE,[SOUNDBITE](https://attack.mitre.org/software/S0157) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050). (Citation: FireEye APT32 May 2017),https://attack.mitre.org/software/S0157,14 December 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye APT32 May 2017),,(Citation: FireEye APT32 May 2017)"
S0035,malware--8b880b41-5139-4807-baa9-309690218719,SPACESHIP,[SPACESHIP](https://attack.mitre.org/software/S0035) is malware developed by [APT30](https://attack.mitre.org/groups/G0013) that allows propagation and exfiltration of data over removable devices. [APT30](https://attack.mitre.org/groups/G0013) may use this capability to exfiltrate data across air-gaps. (Citation: FireEye APT30),https://attack.mitre.org/software/S0035,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye APT30),,(Citation: FireEye APT30)"
S0390,malware--8fc6c9e7-a162-4ca4-a488-f1819e9a7b06,SQLRat,[SQLRat](https://attack.mitre.org/software/S0390) is malware that executes SQL scripts to avoid leaving traditional host artifacts. [FIN7](https://attack.mitre.org/groups/G0046) has been observed using it.(Citation: Flashpoint FIN 7 March 2019),https://attack.mitre.org/software/S0390,18 June 2019,22 March 2023,enterprise-attack,1.2,,,,malware,"(Citation: Flashpoint FIN 7 March 2019),,(Citation: Flashpoint FIN 7 March 2019)"
S1037,malware--e355fc84-6f3c-4888-8e0a-d7fa9c378532,STARWHALE,"[STARWHALE](https://attack.mitre.org/software/S1037) is Windows Script File (WSF) backdoor that has been used by [MuddyWater](https://attack.mitre.org/groups/G0069), possibly since at least November 2021; there is also a [STARWHALE](https://attack.mitre.org/software/S1037) variant written in Golang with similar capabilities. Security researchers have also noted the use of [STARWHALE](https://attack.mitre.org/software/S1037) by UNC3313, which may be associated with [MuddyWater](https://attack.mitre.org/groups/G0069).(Citation: Mandiant UNC3313 Feb 2022)(Citation: DHS CISA AA22-055A MuddyWater February 2022)",https://attack.mitre.org/software/S1037,18 August 2022,11 April 2024,enterprise-attack,1.1,,Windows,CANOPY,malware,"(Citation: DHS CISA AA22-055A MuddyWater February 2022),,(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: Mandiant UNC3313 Feb 2022)"
S1112,malware--ca0fead6-5277-427a-825b-42ff1fbe476e,STEADYPULSE,[STEADYPULSE](https://attack.mitre.org/software/S1112) is a web shell that infects targeted Pulse Secure VPN servers through modification of a legitimate Perl script that was used as early as 2020 including in activity against US Defense Industrial Base (DIB) entities.(Citation: Mandiant Pulse Secure Zero-Day April 2021),https://attack.mitre.org/software/S1112,09 February 2024,09 February 2024,enterprise-attack,1.0,,Network,,malware,",,(Citation: Mandiant Pulse Secure Zero-Day April 2021)"
S1042,malware--9c10cede-c0bb-4c5c-91c0-8baec30abaf6,SUGARDUMP,"[SUGARDUMP](https://attack.mitre.org/software/S1042) is a proprietary browser credential harvesting tool that was used by UNC3890 during the [C0010](https://attack.mitre.org/campaigns/C0010) campaign. The first known [SUGARDUMP](https://attack.mitre.org/software/S1042) version was used since at least early 2021, a second SMTP C2 version was used from late 2021-early 2022, and a third HTTP C2 variant was used since at least April 2022.(Citation: Mandiant UNC3890 Aug 2022)",https://attack.mitre.org/software/S1042,21 September 2022,04 October 2022,enterprise-attack,1.0,,Windows,,malware,",(Citation: Mandiant UNC3890 Aug 2022),(Citation: Mandiant UNC3890 Aug 2022)"
S1049,malware--44e2a842-415b-47f4-8549-83fbdb8a5674,SUGARUSH,"[SUGARUSH](https://attack.mitre.org/software/S1049) is a small custom backdoor that can establish a reverse shell over TCP to a hard coded C2 address. [SUGARUSH](https://attack.mitre.org/software/S1049) was first identified during analysis of UNC3890's [C0010](https://attack.mitre.org/campaigns/C0010) campaign targeting Israeli companies, which began in late 2020.(Citation: Mandiant UNC3890 Aug 2022)",https://attack.mitre.org/software/S1049,04 October 2022,04 October 2022,enterprise-attack,1.0,,Windows,,malware,",(Citation: Mandiant UNC3890 Aug 2022),(Citation: Mandiant UNC3890 Aug 2022)"
S0559,malware--a8839c95-029f-44cf-8f3d-a3cf2039e927,SUNBURST,[SUNBURST](https://attack.mitre.org/software/S0559) is a trojanized DLL designed to fit within the SolarWinds Orion software update framework. It was used by [APT29](https://attack.mitre.org/groups/G0016) since at least February 2020.(Citation: SolarWinds Sunburst Sunspot Update January 2021)(Citation: Microsoft Deep Dive Solorigate January 2021),https://attack.mitre.org/software/S0559,05 January 2021,26 December 2023,enterprise-attack,2.5,"Daniyal Naeem, BT Security; Matt Brenton, Zurich Insurance Group",Windows,Solorigate,malware,"(Citation: FireEye SUNBURST Backdoor December 2020),(Citation: Secureworks IRON RITUAL Profile),(Citation: MSTIC NOBELIUM May 2021),(Citation: FireEye SUNBURST Additional Details Dec 2020),(Citation: CheckPoint Sunburst & Teardrop December 2020),(Citation: SolarWinds Sunburst Sunspot Update January 2021),(Citation: FireEye SUNBURST Backdoor December 2020),(Citation: Symantec Sunburst Sending Data January 2021),(Citation: Microsoft Deep Dive Solorigate January 2021),(Citation: FireEye SUNBURST Additional Details Dec 2020),(Citation: Symantec Sunburst Sending Data January 2021),(Citation: Microsoft Analyzing Solorigate Dec 2020),(Citation: FireEye SUNBURST Backdoor December 2020),(Citation: Microsoft Deep Dive Solorigate January 2021),(Citation: CrowdStrike SUNSPOT Implant January 2021)"
S0562,malware--bf48e7f8-752c-4ce8-bf8f-748edacd8fa6,SUNSPOT,[SUNSPOT](https://attack.mitre.org/software/S0562) is an implant that injected the [SUNBURST](https://attack.mitre.org/software/S0559) backdoor into the SolarWinds Orion software update framework. It was used by [APT29](https://attack.mitre.org/groups/G0016) since at least February 2020.(Citation: CrowdStrike SUNSPOT Implant January 2021) ,https://attack.mitre.org/software/S0562,12 January 2021,27 March 2023,enterprise-attack,1.2,,Windows,,malware,"(Citation: CrowdStrike SUNSPOT Implant January 2021),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: CrowdStrike SUNSPOT Implant January 2021),(Citation: CrowdStrike SUNSPOT Implant January 2021)"
S0578,malware--b2b0b946-be0a-4a7f-9c32-a2e5211d1cd9,SUPERNOVA,[SUPERNOVA](https://attack.mitre.org/software/S0578) is an in-memory web shell written in .NET C#. It was discovered in November 2020 during the investigation of [APT29](https://attack.mitre.org/groups/G0016)'s SolarWinds cyber operation but determined to be unrelated. Subsequent analysis suggests [SUPERNOVA](https://attack.mitre.org/software/S0578) may have been used by the China-based threat group SPIRAL.(Citation: Guidepoint SUPERNOVA Dec 2020)(Citation: Unit42 SUPERNOVA Dec 2020)(Citation: SolarWinds Advisory Dec 2020)(Citation: CISA Supernova Jan 2021)(Citation: Microsoft Analyzing Solorigate Dec 2020),https://attack.mitre.org/software/S0578,18 February 2021,10 April 2024,enterprise-attack,1.1,,Windows,,malware,",,(Citation: CISA Supernova Jan 2021),(Citation: Guidepoint SUPERNOVA Dec 2020),(Citation: Carnegie Mellon University Supernova Dec 2020),(Citation: Splunk Supernova Jan 2021),(Citation: Unit42 SUPERNOVA Dec 2020)"
S1064,malware--7230ded7-3b1a-4d6e-9735-d0ffd47af9f6,SVCReady,"[SVCReady](https://attack.mitre.org/software/S1064) is a loader that has been used since at least April 2022 in malicious spam campaigns. Security researchers have noted overlaps between [TA551](https://attack.mitre.org/groups/G0127) activity and [SVCReady](https://attack.mitre.org/software/S1064) distribution, including similarities in file names, lure images, and identical grammatical errors.(Citation: HP SVCReady Jun 2022)",https://attack.mitre.org/software/S1064,10 February 2023,18 April 2023,enterprise-attack,1.0,"Akiko To, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",Windows,,malware,",,(Citation: HP SVCReady Jun 2022)"
S0519,malware--84c1ecc6-e5a2-4e8a-bf4b-651a618e0053,SYNful Knock,[SYNful Knock](https://attack.mitre.org/software/S0519) is a stealthy modification of the operating system of network devices that can be used to maintain persistence within a victim's network and provide new capabilities to the adversary.(Citation: Mandiant - Synful Knock)(Citation: Cisco Synful Knock Evolution),https://attack.mitre.org/software/S0519,19 October 2020,14 December 2021,enterprise-attack,1.0,,Network,,malware,",,(Citation: Cisco Synful Knock Evolution),(Citation: Mandiant - Synful Knock)"
S0464,malware--edf5aee2-9b1c-4252-8e64-25b12f14c8b3,SYSCON,[SYSCON](https://attack.mitre.org/software/S0464) is a backdoor that has been in use since at least 2017 and has been associated with campaigns involving North Korean themes. [SYSCON](https://attack.mitre.org/software/S0464) has been delivered by the [CARROTBALL](https://attack.mitre.org/software/S0465) and [CARROTBAT](https://attack.mitre.org/software/S0462) droppers.(Citation: Unit 42 CARROTBAT November 2018)(Citation: Unit 42 CARROTBAT January 2020),https://attack.mitre.org/software/S0464,02 June 2020,21 October 2022,enterprise-attack,1.1,,Windows,,malware,",(Citation: McAfee Honeybee),(Citation: Unit 42 CARROTBAT January 2020),(Citation: Unit 42 CARROTBAT November 2018)"
S1018,malware--7724581b-06ff-4d2b-b77c-80dc8d53070b,Saint Bot,[Saint Bot](https://attack.mitre.org/software/S1018) is a .NET downloader that has been used by [Saint Bear](https://attack.mitre.org/groups/G1031) since at least March 2021.(Citation: Malwarebytes Saint Bot April 2021)(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),https://attack.mitre.org/software/S1018,09 June 2022,08 October 2024,enterprise-attack,2.0,,Windows,,malware,"(Citation: CISA GRU29155 2024),(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),,(Citation: Malwarebytes Saint Bot April 2021),(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )"
S0074,malware--96b08451-b27a-4ff6-893f-790e26393a8e,Sakula,[Sakula](https://attack.mitre.org/software/S0074) is a remote access tool (RAT) that first surfaced in 2012 and was used in intrusions throughout 2015. (Citation: Dell Sakula),https://attack.mitre.org/software/S0074,31 May 2017,11 April 2024,enterprise-attack,1.2,,Windows,"Sakurel, VIPER",malware,"(Citation: ThreatConnect Anthem),,(Citation: Dell Sakula)"
S0370,malware--4d56e6e9-1a6d-46e3-896c-dfdf3cc96e62,SamSam,"[SamSam](https://attack.mitre.org/software/S0370) is ransomware that appeared in early 2016. Unlike some ransomware, its variants have required operators to manually interact with the malware to execute some of its core components.(Citation: US-CERT SamSam 2018)(Citation: Talos SamSam Jan 2018)(Citation: Sophos SamSam Apr 2018)(Citation: Symantec SamSam Oct 2018)",https://attack.mitre.org/software/S0370,15 April 2019,11 April 2024,enterprise-attack,1.1,,Windows,Samas,malware,",,(Citation: Talos SamSam Jan 2018),(Citation: Sophos SamSam Apr 2018)"
S1099,malware--ae91fb8f-5031-4f57-9839-e3be3ed503f0,Samurai,[Samurai](https://attack.mitre.org/software/S1099) is a passive backdoor that has been used by [ToddyCat](https://attack.mitre.org/groups/G1022) since at least 2020. [Samurai](https://attack.mitre.org/software/S1099) allows arbitrary C# code execution and is used with multiple modules for remote administration and lateral movement.(Citation: Kaspersky ToddyCat June 2022),https://attack.mitre.org/software/S1099,04 January 2024,04 January 2024,enterprise-attack,1.0,,Windows,,malware,"(Citation: Kaspersky ToddyCat June 2022),,(Citation: Kaspersky ToddyCat June 2022)"
S1085,malware--0c52f5bc-557d-4083-bd27-66d7cdb794bb,Sardonic,"[Sardonic](https://attack.mitre.org/software/S1085) is a backdoor written in C and C++ that is known to be used by [FIN8](https://attack.mitre.org/groups/G0061), as early as August 2021 to target a financial institution in the United States. [Sardonic](https://attack.mitre.org/software/S1085) has a plugin system that can load specially made DLLs and execute their functions.(Citation: Bitdefender Sardonic Aug 2021)(Citation: Symantec FIN8 Jul 2023)",https://attack.mitre.org/software/S1085,05 September 2023,04 October 2023,enterprise-attack,1.0,"Serhii Melnyk, Trustwave SpiderLabs",Windows,,malware,"(Citation: Symantec FIN8 Jul 2023),(Citation: Bitdefender Sardonic Aug 2021),,(Citation: Symantec FIN8 Jul 2023),(Citation: Bitdefender Sardonic Aug 2021)"
S0053,malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,SeaDuke,[SeaDuke](https://attack.mitre.org/software/S0053) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2014 to 2015. It was used primarily as a secondary backdoor for victims that were already compromised with [CozyCar](https://attack.mitre.org/software/S0046). (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0053,31 May 2017,26 April 2021,enterprise-attack,1.1,,Windows,"SeaDaddy, SeaDesk",malware,"(Citation: Secureworks IRON HEMLOCK Profile),(Citation: F-Secure The Dukes),(Citation: Symantec Seaduke 2015),,(Citation: Mandiant No Easy Breach),(Citation: FireEye WMI 2015),(Citation: F-Secure The Dukes),(Citation: Unit 42 SeaDuke 2015),(Citation: Symantec Seaduke 2015)"
S0345,malware--b45747dc-87ca-4597-a245-7e16a61bc491,Seasalt,[Seasalt](https://attack.mitre.org/software/S0345) is malware that has been linked to [APT1](https://attack.mitre.org/groups/G0006)'s 2010 operations. It shares some code similarities with [OceanSalt](https://attack.mitre.org/software/S0346).(Citation: Mandiant APT1 Appendix)(Citation: McAfee Oceansalt Oct 2018),https://attack.mitre.org/software/S0345,30 January 2019,11 April 2024,enterprise-attack,1.2,,Windows,,malware,"(Citation: McAfee Oceansalt Oct 2018),(Citation: Mandiant APT1 Appendix),,(Citation: McAfee Oceansalt Oct 2018),(Citation: Mandiant APT1 Appendix)"
