ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,associated groups,associated groups citations,relationship citations
G0022,intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9,APT3,"[APT3](https://attack.mitre.org/groups/G0022) is a China-based threat group that researchers have attributed to China's Ministry of State Security.(Citation: FireEye Clandestine Wolf)(Citation: Recorded Future APT3 May 2017) This group is responsible for the campaigns known as Operation Clandestine Fox, Operation Clandestine Wolf, and Operation Double Tap.(Citation: FireEye Clandestine Wolf)(Citation: FireEye Operation Double Tap) As of June 2015, the group appears to have shifted from targeting primarily US victims to primarily political organizations in Hong Kong.(Citation: Symantec Buckeye)",https://attack.mitre.org/groups/G0022,31 May 2017,16 September 2024,enterprise-attack,1.4,Patrick Sungbahadoor,"Buckeye, Gothic Panda, Pirpi, TG-0110, Threat Group-0110, UPS Team","(Citation: Symantec Buckeye), (Citation: PWC Pirpi Scanbox) (Citation: Recorded Future APT3 May 2017) (Citation: Symantec Buckeye), (Citation: PWC Pirpi Scanbox), (Citation: Recorded Future APT3 May 2017) (Citation: Symantec Buckeye), (Citation: Recorded Future APT3 May 2017) (Citation: Symantec Buckeye), (Citation: FireEye Clandestine Wolf) (Citation: Recorded Future APT3 May 2017) (Citation: Symantec Buckeye)","(Citation: FireEye Clandestine Wolf),(Citation: FireEye Operation Double Tap),(Citation: FireEye Clandestine Fox Part 2),(Citation: Symantec Buckeye),(Citation: FireEye Clandestine Fox),(Citation: aptsim),(Citation: APT3 Adversary Emulation Plan),(Citation: Twitter Cglyer Status Update APT3 eml),(Citation: FireEye Operation Double Tap),(Citation: FireEye Clandestine Fox Part 2),(Citation: evolution of pirpi),(Citation: FireEye Clandestine Wolf),(Citation: Symantec Buckeye),"
G0013,intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd,APT30,"[APT30](https://attack.mitre.org/groups/G0013) is a threat group suspected to be associated with the Chinese government. While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: FireEye APT30)(Citation: Baumgartner Golovkin Naikon 2015)",https://attack.mitre.org/groups/G0013,31 May 2017,29 July 2020,enterprise-attack,1.1,,,,"(Citation: FireEye APT30),(Citation: FireEye APT30),"
G0050,intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e,APT32,"[APT32](https://attack.mitre.org/groups/G0050) is a suspected Vietnam-based threat group that has been active since at least 2014. The group has targeted multiple private sector industries as well as foreign governments, dissidents, and journalists with a strong focus on Southeast Asian countries like Vietnam, the Philippines, Laos, and Cambodia. They have extensively used strategic web compromises to compromise victims.(Citation: FireEye APT32 May 2017)(Citation: Volexity OceanLotus Nov 2017)(Citation: ESET OceanLotus)",https://attack.mitre.org/groups/G0050,14 December 2017,17 April 2024,enterprise-attack,3.0,"Romain Dumont, ESET","APT-C-00, BISMUTH, Canvas Cyclone, OceanLotus, SeaLotus","(Citation: ESET OceanLotus)(Citation: Cybereason Oceanlotus May 2017)(Citation: ESET OceanLotus Mar 2019)(Citation: Amnesty Intl. Ocean Lotus February 2021), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: FireEye APT32 May 2017)(Citation: Volexity OceanLotus Nov 2017)(Citation: Cybereason Oceanlotus May 2017)(Citation: ESET OceanLotus Mar 2019)(Citation: Amnesty Intl. Ocean Lotus February 2021), (Citation: Cybereason Oceanlotus May 2017)","(Citation: FireEye APT32 May 2017),(Citation: Volexity OceanLotus Nov 2017),(Citation: netlab360 rotajakiro vs oceanlotus),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: Cybereason Cobalt Kitty 2017),(Citation: TrendMicro MacOS April 2018),(Citation: Cybereason Oceanlotus May 2017),(Citation: Unit 42 KerrDown February 2019),(Citation: Volexity Ocean Lotus November 2020),(Citation: ESET OceanLotus),(Citation: FireEye APT32 May 2017),(Citation: Volexity OceanLotus Nov 2017),(Citation: Twitter ItsReallyNick Status Update APT32 PubPrn),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: ESET OceanLotus Mar 2019),(Citation: ESET OceanLotus macOS April 2019),(Citation: FireEye APT32 April 2020),(Citation: Twitter ItsReallyNick APT32 pubprn Masquerade),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Cybereason Oceanlotus May 2017),(Citation: GitHub Invoke-Obfuscation),(Citation: Volexity Ocean Lotus November 2020),"
G0064,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,APT33,"[APT33](https://attack.mitre.org/groups/G0064) is a suspected Iranian threat group that has carried out operations since at least 2013. The group has targeted organizations across multiple industries in the United States, Saudi Arabia, and South Korea, with a particular interest in the aviation and energy sectors.(Citation: FireEye APT33 Sept 2017)(Citation: FireEye APT33 Webinar Sept 2017)",https://attack.mitre.org/groups/G0064,18 April 2018,11 April 2024,"ics-attack,enterprise-attack",2.0,Dragos Threat Intelligence,"Elfin, HOLMIUM, Peach Sandstorm","(Citation: Symantec Elfin Mar 2019), (Citation: Microsoft Holmium June 2020), (Citation: Microsoft Threat Actor Naming July 2023)","(Citation: FireEye APT33 Webinar Sept 2017),(Citation: Symantec Elfin Mar 2019),(Citation: RecordedFuture IranianResponse 2020),(Citation: Microsoft Holmium June 2020),(Citation: FireEye APT33 Guardrail),(Citation: FireEye APT33 Sept 2017),(Citation: FireEye APT33 Webinar Sept 2017),(Citation: Symantec Elfin Mar 2019),(Citation: Microsoft Holmium June 2020),(Citation: FireEye APT33 Guardrail),(Citation: FireEye APT33 Sept 2017),"
G0067,intrusion-set--4a2ce82e-1a74-468a-a6fb-bbead541383c,APT37,"[APT37](https://attack.mitre.org/groups/G0067) is a North Korean state-sponsored cyber espionage group that has been active since at least 2012. The group has targeted victims primarily in South Korea, but also in Japan, Vietnam, Russia, Nepal, China, India, Romania, Kuwait, and other parts of the Middle East. [APT37](https://attack.mitre.org/groups/G0067) has also been linked to the following campaigns between 2016-2018: Operation Daybreak, Operation Erebus, Golden Time, Evil New Year, Are you Happy?, FreeMilk, North Korean Human Rights, and Evil New Year 2018.(Citation: FireEye APT37 Feb 2018)(Citation: Securelist ScarCruft Jun 2016)(Citation: Talos Group123)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0067,18 April 2018,26 June 2023,enterprise-attack,2.0,"Valerii Marchuk, Cybersecurity Help s.r.o.","Group123, InkySquid, Reaper, Ricochet Chollima, ScarCruft, TEMP.Reaper","(Citation: FireEye APT37 Feb 2018), (Citation: Volexity InkySquid BLUELIGHT August 2021), (Citation: FireEye APT37 Feb 2018), (Citation: CrowdStrike Richochet Chollima September 2021), (Citation: Securelist ScarCruft Jun 2016)(Citation: FireEye APT37 Feb 2018)(Citation: Securelist ScarCruft May 2019), (Citation: FireEye APT37 Feb 2018)","(Citation: Talos NavRAT May 2018),(Citation: Volexity InkySquid BLUELIGHT August 2021),(Citation: Talos Group123),(Citation: FireEye APT37 Feb 2018),(Citation: Unit 42 Nokki Oct 2018),(Citation: Securelist ScarCruft May 2019),(Citation: Volexity InkySquid BLUELIGHT August 2021),(Citation: FireEye APT37 Feb 2018),(Citation: Talos Group123),(Citation: Securelist ScarCruft May 2019),(Citation: Securelist ScarCruft Jun 2016),(Citation: Volexity InkySquid RokRAT August 2021),"
G0082,intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340,APT38,"[APT38](https://attack.mitre.org/groups/G0082) is a North Korean state-sponsored threat group that specializes in financial cyber operations; it has been attributed to the Reconnaissance General Bureau.(Citation: CISA AA20-239A BeagleBoyz August 2020) Active since at least 2014, [APT38](https://attack.mitre.org/groups/G0082) has targeted banks, financial institutions, casinos, cryptocurrency exchanges, SWIFT system endpoints, and ATMs in at least 38 countries worldwide. Significant operations include the 2016 Bank of Bangladesh heist, during which [APT38](https://attack.mitre.org/groups/G0082) stole $81 million, as well as attacks against Bancomext (Citation: FireEye APT38 Oct 2018) and Banco de Chile (Citation: FireEye APT38 Oct 2018); some of their attacks have been destructive.(Citation: CISA AA20-239A BeagleBoyz August 2020)(Citation: FireEye APT38 Oct 2018)(Citation: DOJ North Korea Indictment Feb 2021)(Citation: Kaspersky Lazarus Under The Hood Blog 2017)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0082,29 January 2019,26 August 2024,"enterprise-attack,ics-attack",3.0,,"BeagleBoyz, Bluenoroff, COPERNICIUM, NICKEL GLADSTONE, Sapphire Sleet, Stardust Chollima","(Citation: CISA AA20-239A BeagleBoyz August 2020), (Citation: Kaspersky Lazarus Under The Hood Blog 2017), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: SecureWorks NICKEL GLADSTONE profile Sept 2021), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: CrowdStrike Stardust Chollima Profile April 2018)(Citation: CrowdStrike GTR 2021 June 2021)","(Citation: ESET Lazarus KillDisk April 2018),(Citation: FireEye APT38 Oct 2018),(Citation: CISA AA20-239A BeagleBoyz August 2020),(Citation: FireEye APT38 Oct 2018),(Citation: Kaspersky Lazarus Under The Hood APR 2017),(Citation: ESET Lazarus KillDisk April 2018),(Citation: CISA AA20-239A BeagleBoyz August 2020),"
G0087,intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80,APT39,"[APT39](https://attack.mitre.org/groups/G0087) is one of several names for cyber espionage activity conducted by the Iranian Ministry of Intelligence and Security (MOIS) through the front company Rana Intelligence Computing since at least 2014. [APT39](https://attack.mitre.org/groups/G0087) has primarily targeted the travel, hospitality, academic, and telecommunications industries in Iran and across Asia, Africa, Europe, and North America to track individuals and entities considered to be a threat by the MOIS.(Citation: FireEye APT39 Jan 2019)(Citation: Symantec Chafer Dec 2015)(Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020)",https://attack.mitre.org/groups/G0087,19 February 2019,11 April 2024,enterprise-attack,3.2,,"Chafer, ITG07, Remix Kitten","Activities associated with APT39 largely align with a group publicly referred to as Chafer.(Citation: FireEye APT39 Jan 2019)(Citation: Symantec Chafer Dec 2015)(Citation: Dark Reading APT39 JAN 2019)(Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020), (Citation: FBI FLASH APT39 September 2020)(Citation: Dept. of Treasury Iran Sanctions September 2020)(Citation: DOJ Iran Indictments September 2020), (Citation: Crowdstrike GTR2020 Mar 2020)","(Citation: Symantec Chafer Dec 2015),(Citation: FBI FLASH APT39 September 2020),(Citation: Dark Reading APT39 JAN 2019),(Citation: FireEye APT39 Jan 2019),(Citation: Unit 42 MechaFlounder March 2019),(Citation: Symantec Chafer February 2018),(Citation: BitDefender Chafer May 2020),(Citation: Securelist Remexi Jan 2019),(Citation: Symantec Chafer Dec 2015),(Citation: FBI FLASH APT39 September 2020),(Citation: IBM ITG07 June 2019),(Citation: FireEye APT39 Jan 2019),(Citation: Symantec Chafer February 2018),(Citation: BitDefender Chafer May 2020),"
G0096,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,APT41,"[APT41](https://attack.mitre.org/groups/G0096) is a threat group that researchers have assessed as Chinese state-sponsored espionage group that also conducts financially-motivated operations. Active since at least 2012, [APT41](https://attack.mitre.org/groups/G0096) has been observed targeting various industries, including but not limited to healthcare, telecom, technology, finance, education, retail and video game industries in 14 countries.(Citation: apt41_mandiant) Notable behaviors include using a wide range of malware and tools to complete mission objectives. [APT41](https://attack.mitre.org/groups/G0096) overlaps at least partially with public reporting on groups including BARIUM and [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: FireEye APT41 Aug 2019)(Citation: Group IB APT 41 June 2021)
",https://attack.mitre.org/groups/G0096,23 September 2019,10 October 2024,enterprise-attack,4.1,"Kyaw Pyiyt Htet, @KyawPyiytHtet; Nikita Rostovcev, Group-IB","BARIUM, Brass Typhoon, Wicked Panda","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: Crowdstrike GTR2020 Mar 2020)","(Citation: Rostovcev APT41 2021),(Citation: apt41_dcsocytec_dec2022),(Citation: FireEye APT41 Aug 2019),(Citation: Mandiant APT41),(Citation: apt41_mandiant),(Citation: Group IB APT 41 June 2021),(Citation: Google Cloud APT41 2024),(Citation: FireEye MESSAGETAP October 2019),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye APT41 March 2020),(Citation: Recorded Future RedEcho Feb 2021),(Citation: Google Cloud APT41 2022),(Citation: Rostovcev APT41 2021),(Citation: apt41_dcsocytec_dec2022),(Citation: FireEye APT41 Aug 2019),(Citation: apt41_mandiant),(Citation: Group IB APT 41 June 2021),(Citation: Twitter ItsReallyNick APT41 EK),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye APT41 March 2020),(Citation: Google Cloud APT41 2024),(Citation: Mandiant APT41)"
G1023,intrusion-set--c1aab4c9-4c34-4f4f-8541-d529e46a07f9,APT5,"[APT5](https://attack.mitre.org/groups/G1023) is a China-based espionage actor that has been active since at least 2007 primarily targeting the telecommunications, aerospace, and defense industries throughout the U.S., Europe, and Asia. [APT5](https://attack.mitre.org/groups/G1023) has displayed advanced tradecraft and significant interest in compromising networking devices and their underlying software including through the use of zero-day exploits.(Citation: NSA APT5 Citrix Threat Hunting December 2022)(Citation: Microsoft East Asia Threats September 2023)(Citation: Mandiant Pulse Secure Zero-Day April 2021)(Citation: Mandiant Pulse Secure Update May 2021)(Citation: FireEye Southeast Asia Threat Landscape March 2015)(Citation: Mandiant Advanced Persistent Threats)  ",https://attack.mitre.org/groups/G1023,05 February 2024,14 March 2024,enterprise-attack,1.0,@_montysecurity,"BRONZE FLEETWOOD, Keyhole Panda, MANGANESE, Mulberry Typhoon, UNC2630","(Citation: Secureworks BRONZE FLEETWOOD Profile), (Citation: Microsoft Threat Actor Naming July 2023)(Citation: Secureworks BRONZE FLEETWOOD Profile), (Citation: Microsoft Threat Actor Naming July 2023)(Citation: NSA APT5 Citrix Threat Hunting December 2022), (Citation: Microsoft Threat Actor Naming July 2023)(Citation: Microsoft East Asia Threats September 2023), (Citation: NSA APT5 Citrix Threat Hunting December 2022)","(Citation: Mandiant Advanced Persistent Threats),(Citation: Mandiant Pulse Secure Update May 2021),(Citation: Mandiant Pulse Secure Zero-Day April 2021),(Citation: Secureworks BRONZE FLEETWOOD Profile),(Citation: Mandiant Pulse Secure Update May 2021),(Citation: Mandiant Pulse Secure Zero-Day April 2021),(Citation: NSA APT5 Citrix Threat Hunting December 2022),(Citation: FireEye Southeast Asia Threat Landscape March 2015),(Citation: Microsoft East Asia Threats September 2023),(Citation: Mandiant Advanced Persistent Threats),"
G1030,intrusion-set--b8137919-38cb-4db0-90f3-437be885faba,Agrius,"[Agrius](https://attack.mitre.org/groups/G1030) is an Iranian threat actor active since 2020 notable for a series of ransomware and wiper operations in the Middle East, with an emphasis on Israeli targets.(Citation: SentinelOne Agrius 2021)(Citation: CheckPoint Agrius 2023) Public reporting has linked [Agrius](https://attack.mitre.org/groups/G1030) to Iran's Ministry of Intelligence and Security (MOIS).(Citation: Microsoft Iran Cyber 2023)",https://attack.mitre.org/groups/G1030,21 May 2024,29 August 2024,enterprise-attack,1.0,Asritha Narina,"AMERICIUM, Agonizing Serpens, BlackShadow, Pink Sandstorm","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Unit42 Agrius 2023), (Citation: CheckPoint Agrius 2023), (Citation: Microsoft Threat Actor Naming July 2023)","(Citation: CheckPoint Agrius 2023),(Citation: SentinelOne Agrius 2021),(Citation: Unit42 Agrius 2023),(Citation: CheckPoint Agrius 2023),(Citation: SentinelOne Agrius 2021),(Citation: Unit42 Agrius 2023),"
G0130,intrusion-set--fa19de15-6169-428d-9cd6-3ca3d56075b7,Ajax Security Team,[Ajax Security Team](https://attack.mitre.org/groups/G0130) is a group that has been active since at least 2010 and believed to be operating out of Iran. By 2014 [Ajax Security Team](https://attack.mitre.org/groups/G0130) transitioned from website defacement operations to malware-based cyber espionage campaigns targeting the US defense industrial base and Iranian users of anti-censorship technologies.(Citation: FireEye Operation Saffron Rose 2013),https://attack.mitre.org/groups/G0130,14 April 2021,09 October 2023,enterprise-attack,1.0,,"AjaxTM, Flying Kitten, Operation Saffron Rose, Operation Woolen-Goldfish, Rocket Kitten","(Citation: FireEye Operation Saffron Rose 2013), (Citation: CrowdStrike Flying Kitten ), (Citation: FireEye Operation Saffron Rose 2013), Analysis of infrastructure, tools, and modes of operation revealed a potential relationship between [Ajax Security Team](https://attack.mitre.org/groups/G0130) and the campaign Operation Woolen-Goldfish.(Citation: Check Point Rocket Kitten)(Citation: TrendMicro Operation Woolen Goldfish March 2015), Analysis of infrastructure, tools, and modes of operation revealed a potential relationship between [Ajax Security Team](https://attack.mitre.org/groups/G0130) and Rocket Kitten.(Citation: Check Point Rocket Kitten)(Citation: IranThreats Kittens Dec 2017)","(Citation: Check Point Rocket Kitten),(Citation: FireEye Operation Saffron Rose 2013),(Citation: Check Point Rocket Kitten),"
G1024,intrusion-set--46bb06cb-f2d9-4b37-8c92-a27e224ad90d,Akira,"[Akira](https://attack.mitre.org/groups/G1024) is a ransomware variant and ransomware deployment entity active since at least March 2023.(Citation: Arctic Wolf Akira 2023) [Akira](https://attack.mitre.org/groups/G1024) uses compromised credentials to access single-factor external access mechanisms such as VPNs for initial access, then various publicly-available tools and techniques for lateral movement.(Citation: Arctic Wolf Akira 2023)(Citation: Secureworks GOLD SAHARA) [Akira](https://attack.mitre.org/groups/G1024) operations are associated with ""double extortion"" ransomware activity, where data is exfiltrated from victim environments prior to encryption, with threats to publish files if a ransom is not paid. Technical analysis of [Akira](https://attack.mitre.org/software/S1129) ransomware indicates multiple overlaps with and similarities to [Conti](https://attack.mitre.org/software/S0575) malware.(Citation: BushidoToken Akira 2023)",https://attack.mitre.org/groups/G1024,20 February 2024,03 October 2024,enterprise-attack,1.0,,"GOLD SAHARA, PUNK SPIDER","(Citation: Secureworks GOLD SAHARA), (Citation: CrowdStrike PUNK SPIDER)","(Citation: Kersten Akira 2023),(Citation: Arctic Wolf Akira 2023),(Citation: BushidoToken Akira 2023),(Citation: Secureworks GOLD SAHARA),(Citation: Arctic Wolf Akira 2023),"
G0138,intrusion-set--39d6890e-7f23-4474-b8ef-e7b0343c5fc8,Andariel,"[Andariel](https://attack.mitre.org/groups/G0138) is a North Korean state-sponsored threat group that has been active since at least 2009. [Andariel](https://attack.mitre.org/groups/G0138) has primarily focused its operations--which have included destructive attacks--against South Korean government agencies, military organizations, and a variety of domestic companies; they have also conducted cyber financial operations against ATMs, banks, and cryptocurrency exchanges. [Andariel](https://attack.mitre.org/groups/G0138)'s notable activity includes Operation Black Mine, Operation GoldenAxe, and Campaign Rifle.(Citation: FSI Andariel Campaign Rifle July 2017)(Citation: IssueMakersLab Andariel GoldenAxe May 2017)(Citation: AhnLab Andariel Subgroup of Lazarus June 2018)(Citation: TrendMicro New Andariel Tactics July 2018)(Citation: CrowdStrike Silent Chollima Adversary September 2021)

[Andariel](https://attack.mitre.org/groups/G0138) is considered a sub-set of [Lazarus Group](https://attack.mitre.org/groups/G0032), and has been attributed to North Korea's Reconnaissance General Bureau.(Citation: Treasury North Korean Cyber Groups September 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0138,29 September 2021,12 September 2024,enterprise-attack,2.0,Kyoung-ju Kwak (S2W),"Onyx Sleet, PLUTONIUM, Silent Chollima","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: CrowdStrike Silent Chollima Adversary September 2021)","(Citation: AhnLab Andariel Subgroup of Lazarus June 2018),(Citation: TrendMicro New Andariel Tactics July 2018),(Citation: FSI Andariel Campaign Rifle July 2017),(Citation: AhnLab Andariel Subgroup of Lazarus June 2018),(Citation: Kaspersky Andariel Ransomware June 2021),(Citation: IssueMakersLab Andariel GoldenAxe May 2017),(Citation: MalwareBytes Lazarus-Andariel Conceals Code April 2021),"
G1007,intrusion-set--64d5f96a-f121-4d19-89f6-6709f5c49faa,Aoqin Dragon,"[Aoqin Dragon](https://attack.mitre.org/groups/G1007) is a suspected Chinese cyber espionage threat group that has been active since at least 2013. [Aoqin Dragon](https://attack.mitre.org/groups/G1007) has primarily targeted government, education, and telecommunication organizations in Australia, Cambodia, Hong Kong, Singapore, and Vietnam. Security researchers noted a potential association between [Aoqin Dragon](https://attack.mitre.org/groups/G1007) and UNC94, based on malware, infrastructure, and targets.(Citation: SentinelOne Aoqin Dragon June 2022)",https://attack.mitre.org/groups/G1007,14 July 2022,24 October 2022,enterprise-attack,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: SentinelOne Aoqin Dragon June 2022),(Citation: SentinelOne Aoqin Dragon June 2022),"
G0143,intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,Aquatic Panda,"[Aquatic Panda](https://attack.mitre.org/groups/G0143) is a suspected China-based threat group with a dual mission of intelligence collection and industrial espionage. Active since at least May 2020, [Aquatic Panda](https://attack.mitre.org/groups/G0143) has primarily targeted entities in the telecommunications, technology, and government sectors.(Citation: CrowdStrike AQUATIC PANDA December 2021)",https://attack.mitre.org/groups/G0143,18 January 2022,10 October 2024,enterprise-attack,2.0,"Hiroki Nagahama, NEC Corporation; Jai Minton, CrowdStrike; Jennifer Kim Roman, CrowdStrike; Manikantan Srinivasan, NEC Corporation India; NST Assure Research Team, NetSentries Technologies; Pooja Natarajan, NEC Corporation India",,,"(Citation: CrowdStrike AQUATIC PANDA December 2021),(Citation: Crowdstrike HuntReport 2022),(Citation: CrowdStrike AQUATIC PANDA December 2021),(Citation: Crowdstrike HuntReport 2022),"
G0001,intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,Axiom,"[Axiom](https://attack.mitre.org/groups/G0001) is a suspected Chinese cyber espionage group that has targeted the aerospace, defense, government, manufacturing, and media sectors since at least 2008. Some reporting suggests a degree of overlap between [Axiom](https://attack.mitre.org/groups/G0001) and [Winnti Group](https://attack.mitre.org/groups/G0044) but the two groups appear to be distinct based on differences in reporting on TTPs and targeting.(Citation: Kaspersky Winnti April 2013)(Citation: Kaspersky Winnti June 2015)(Citation: Novetta Winnti April 2015)",https://attack.mitre.org/groups/G0001,31 May 2017,20 March 2023,enterprise-attack,2.0,,Group 72,(Citation: Cisco Group 72),"(Citation: Talos ZxShell Oct 2014),(Citation: Novetta-Axiom),(Citation: Cisco Group 72),(Citation: Novetta-Axiom),(Citation: Cisco Group 72),"
G1002,intrusion-set--7f848c02-4d1e-4808-a4ae-4670681370a9,BITTER,"[BITTER](https://attack.mitre.org/groups/G1002) is a suspected South Asian cyber espionage threat group that has been active since at least 2013. [BITTER](https://attack.mitre.org/groups/G1002) has targeted government, energy, and engineering organizations in Pakistan, China, Bangladesh, and Saudi Arabia.(Citation: Cisco Talos Bitter Bangladesh May 2022)(Citation: Forcepoint BITTER Pakistan Oct 2016)",https://attack.mitre.org/groups/G1002,01 June 2022,11 April 2024,"enterprise-attack,mobile-attack",1.1,,T-APT-17,(Citation: Cisco Talos Bitter Bangladesh May 2022),"(Citation: Cisco Talos Bitter Bangladesh May 2022),(Citation: DBAPPSecurity BITTER zero-day Feb 2021),(Citation: Microsoft CVE-2021-1732 Feb 2021),(Citation: Forcepoint BITTER Pakistan Oct 2016),(Citation: Cisco Talos Bitter Bangladesh May 2022),"
G0060,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,BRONZE BUTLER,"[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) is a cyber espionage group with likely Chinese origins that has been active since at least 2008. The group primarily targets Japanese organizations, particularly those in government, biotechnology, electronics manufacturing, and industrial chemistry.(Citation: Trend Micro Daserf Nov 2017)(Citation: Secureworks BRONZE BUTLER Oct 2017)(Citation: Trend Micro Tick November 2019)",https://attack.mitre.org/groups/G0060,16 January 2018,12 October 2021,enterprise-attack,1.3,Trend Micro Incorporated,"REDBALDKNIGHT, Tick","(Citation: Trend Micro Daserf Nov 2017)(Citation: Trend Micro Tick November 2019), (Citation: Trend Micro Daserf Nov 2017)(Citation: Symantec Tick Apr 2016)(Citation: Trend Micro Tick November 2019)","(Citation: Trend Micro Daserf Nov 2017),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Symantec Tick Apr 2016),(Citation: Trend Micro Tick November 2019),(Citation: Recorded Future RedEcho Feb 2021),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Trend Micro Tick November 2019),(Citation: Symantec Tick Apr 2016),"
